subject,session,task,run,bold_mni_path,confounds_path,brain_mask_path,bold_exists,confounds_exists,mask_exists,ready_for_analysis
sub-PC212,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-01/func/sub-PC212_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-01/func/sub-PC212_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-01/func/sub-PC212_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC212,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-02/func/sub-PC212_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-02/func/sub-PC212_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC212/ses-02/func/sub-PC212_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC213,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-01/func/sub-PC213_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-01/func/sub-PC213_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-01/func/sub-PC213_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC213,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-02/func/sub-PC213_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-02/func/sub-PC213_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC213/ses-02/func/sub-PC213_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC214,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-01/func/sub-PC214_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-01/func/sub-PC214_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-01/func/sub-PC214_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC214,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-02/func/sub-PC214_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-02/func/sub-PC214_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC214/ses-02/func/sub-PC214_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC215,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC215/ses-01/func/sub-PC215_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC215/ses-01/func/sub-PC215_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC215/ses-01/func/sub-PC215_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC215,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC215/ses-02/func/sub-PC215_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC215/ses-02/func/sub-PC215_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC215/ses-02/func/sub-PC215_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,True,False,True
sub-PC216,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC216/ses-01/func/sub-PC216_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC216/ses-01/func/sub-PC216_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC216/ses-01/func/sub-PC216_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC216,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC216/ses-02/func/sub-PC216_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC216/ses-02/func/sub-PC216_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC216/ses-02/func/sub-PC216_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC217,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC217/ses-01/func/sub-PC217_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC217/ses-01/func/sub-PC217_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC217/ses-01/func/sub-PC217_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC217,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC217/ses-02/func/sub-PC217_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC217/ses-02/func/sub-PC217_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC217/ses-02/func/sub-PC217_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC218,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC218/ses-01/func/sub-PC218_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC218/ses-01/func/sub-PC218_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC218/ses-01/func/sub-PC218_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC218,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC218/ses-02/func/sub-PC218_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC218/ses-02/func/sub-PC218_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC218/ses-02/func/sub-PC218_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC219,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC219/ses-01/func/sub-PC219_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC219/ses-01/func/sub-PC219_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC219/ses-01/func/sub-PC219_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC219,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC219/ses-02/func/sub-PC219_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC219/ses-02/func/sub-PC219_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC219/ses-02/func/sub-PC219_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC220,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC220/ses-01/func/sub-PC220_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC220/ses-01/func/sub-PC220_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC220/ses-01/func/sub-PC220_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC220,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC220/ses-02/func/sub-PC220_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC220/ses-02/func/sub-PC220_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC220/ses-02/func/sub-PC220_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC221,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC221/ses-01/func/sub-PC221_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC221/ses-01/func/sub-PC221_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC221/ses-01/func/sub-PC221_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC221,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC221/ses-02/func/sub-PC221_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC221/ses-02/func/sub-PC221_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC221/ses-02/func/sub-PC221_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC222,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC222/ses-01/func/sub-PC222_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC222/ses-01/func/sub-PC222_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC222/ses-01/func/sub-PC222_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC222,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC222/ses-02/func/sub-PC222_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC222/ses-02/func/sub-PC222_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC222/ses-02/func/sub-PC222_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC223,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC223/ses-01/func/sub-PC223_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC223/ses-01/func/sub-PC223_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC223/ses-01/func/sub-PC223_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC223,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC223/ses-02/func/sub-PC223_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC223/ses-02/func/sub-PC223_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC223/ses-02/func/sub-PC223_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC224,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC224/ses-01/func/sub-PC224_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC224/ses-01/func/sub-PC224_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC224/ses-01/func/sub-PC224_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC224,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC224/ses-02/func/sub-PC224_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC224/ses-02/func/sub-PC224_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC224/ses-02/func/sub-PC224_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC225,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC225/ses-01/func/sub-PC225_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC225/ses-01/func/sub-PC225_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC225/ses-01/func/sub-PC225_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC225,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC225/ses-02/func/sub-PC225_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC225/ses-02/func/sub-PC225_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC225/ses-02/func/sub-PC225_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC226,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC226/ses-01/func/sub-PC226_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC226/ses-01/func/sub-PC226_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC226/ses-01/func/sub-PC226_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC226,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC226/ses-02/func/sub-PC226_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC226/ses-02/func/sub-PC226_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC226/ses-02/func/sub-PC226_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC227,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC227/ses-01/func/sub-PC227_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC227/ses-01/func/sub-PC227_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC227/ses-01/func/sub-PC227_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC227,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC227/ses-02/func/sub-PC227_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC227/ses-02/func/sub-PC227_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC227/ses-02/func/sub-PC227_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC228,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC228/ses-01/func/sub-PC228_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC228/ses-01/func/sub-PC228_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC228/ses-01/func/sub-PC228_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC228,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC228/ses-02/func/sub-PC228_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC228/ses-02/func/sub-PC228_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC228/ses-02/func/sub-PC228_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC229,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC229/ses-01/func/sub-PC229_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC229/ses-01/func/sub-PC229_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC229/ses-01/func/sub-PC229_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC229,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC229/ses-02/func/sub-PC229_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC229/ses-02/func/sub-PC229_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC229/ses-02/func/sub-PC229_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC230,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC230/ses-01/func/sub-PC230_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC230/ses-01/func/sub-PC230_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC230/ses-01/func/sub-PC230_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC230,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC230/ses-02/func/sub-PC230_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC230/ses-02/func/sub-PC230_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC230/ses-02/func/sub-PC230_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC231,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC231/ses-01/func/sub-PC231_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC231/ses-01/func/sub-PC231_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC231/ses-01/func/sub-PC231_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC231,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC231/ses-02/func/sub-PC231_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC231/ses-02/func/sub-PC231_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC231/ses-02/func/sub-PC231_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC232,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC232/ses-01/func/sub-PC232_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC232/ses-01/func/sub-PC232_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC232/ses-01/func/sub-PC232_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC233,ses-01,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC233/ses-01/func/sub-PC233_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC233/ses-01/func/sub-PC233_ses-01_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC233/ses-01/func/sub-PC233_ses-01_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
sub-PC233,ses-02,task-rest,run-1,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC233/ses-02/func/sub-PC233_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC233/ses-02/func/sub-PC233_ses-02_task-rest_run-1_desc-confounds_timeseries.tsv,/Users/macbookair/ds006110/derivatives/fmriprep-22.0.2/sub-PC233/ses-02/func/sub-PC233_ses-02_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,False,False,False,True
